file_name,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_centroid,spectral_bandwidth,spectral_contrast,tempo,mean,std_dev,skewness,kurtosis,label
blues.00000.wav,-113.59882,121.57067,-19.162262,42.363937,-6.362266,18.621931,-13.699734,15.339802,-12.274304,10.970945,-8.326061,8.802088,-3.6699414,0.36224288,0.367817,0.43983436,0.24469176,0.24786198,0.3356164,0.36461875,0.43568373,0.29598564,0.3150803,0.40700835,0.3851007,1784.1226412753101,2002.4124072733878,20.52328909927147,123.046875,-5.968482e-05,0.14068843,-0.20322212679205334,1.580551653345628,blues
blues.00001.wav,-207.52383,123.98514,8.947019,35.86715,2.9095948,21.519472,-8.556513,23.370676,-10.103608,11.899242,-5.558824,5.3778763,-2.2344918,0.46004024,0.35018244,0.32080683,0.21147159,0.20078845,0.3307942,0.39737874,0.560355,0.38417926,0.2553258,0.28477612,0.3340937,1530.261766989378,2038.9876082704006,20.67248575925077,67.99958881578948,-3.8342103e-05,0.10761933,0.06439405298889594,2.3371508534647454,blues
blues.00002.wav,-90.757164,140.44087,-29.084547,31.686693,-13.976547,25.753752,-13.66499,11.634442,-11.778322,9.714755,-13.125314,5.791247,-8.901966,0.27290025,0.19595265,0.31516543,0.40798616,0.54682016,0.32169873,0.30465698,0.2884035,0.33415225,0.4018187,0.3843895,0.58850825,1552.8324814348227,1747.7540868495228,22.191291986332494,161.4990234375,-2.2005319e-05,0.18322739,-0.1539389105776261,0.7341568067668578,blues
blues.00003.wav,-199.57513,150.0861,5.663404,26.855278,1.7700715,14.232647,-4.827845,9.286853,-0.7561202,8.134435,-3.200026,6.078081,-2.478445,0.34137166,0.40862364,0.52431905,0.54701287,0.65707505,0.5115236,0.35555357,0.25161314,0.24627055,0.31511128,0.31657925,0.38319886,1070.1534175250663,1596.4225644535757,21.423621107098153,63.02400914634146,-1.4498379e-05,0.16202946,0.01299834244873684,1.330552661670854,blues
blues.00004.wav,-160.35417,126.20948,-35.581394,22.139256,-32.47355,10.850702,-23.35007,0.4932492,-11.796538,1.2035193,-13.084959,-2.8104992,-6.9344707,0.1926048,0.31726655,0.39202207,0.25582698,0.19266349,0.530221,0.2537794,0.13912144,0.27642432,0.32432652,0.55512387,0.2729307,1835.1285127725687,1748.4107584538044,21.459618028115003,135.99917763157896,-2.800472e-05,0.10335586,0.13562379610893419,3.9954751795378813,blues
blues.00005.wav,-177.80174,118.20316,-17.57063,30.760927,-21.742554,11.919263,-20.734299,3.1852882,-8.580818,-0.9328851,-11.772245,-2.408764,-9.348446,0.23832263,0.30023736,0.61718655,0.23574118,0.12398709,0.24376832,0.27965155,0.41129264,0.24398582,0.2855334,0.28433675,0.36621904,1832.0115969728529,1729.5808044661662,22.54261550183542,69.83741554054055,-2.5512105e-05,0.12122749,0.06260071262084049,6.212241841330021,blues
blues.00006.wav,-190.0688,130.27023,-36.362114,33.036213,11.093892,-0.591882,-20.890266,0.2784424,-6.496385,-5.5127354,-7.847404,-3.1243007,-6.6028214,0.42551336,0.22324328,0.13134763,0.15259735,0.24195808,0.4911694,0.24550849,0.16911279,0.28835577,0.46184456,0.3592757,0.3071861,1459.4696908114731,1389.068445556609,23.42114998907923,71.77734375,-3.1931322e-05,0.17005654,-0.09476838815417525,3.3955254896199243,blues
blues.00007.wav,-179.3723,136.44833,-26.662588,39.96545,5.3108945,10.919133,-20.559534,8.503361,-11.349764,-3.4705544,-8.415842,-6.957211,-3.5460422,0.259357,0.26412147,0.3253581,0.21773897,0.2152773,0.29576185,0.19005172,0.1807494,0.26434094,0.39047348,0.6486375,0.4365911,1451.8594137957502,1577.567115762827,22.435547295228528,92.28515625,-2.9775476e-05,0.15137757,-0.2865484479190496,3.2506732305208264,blues
blues.00008.wav,-121.38979,122.49833,-14.734729,46.122135,-8.179258,20.172466,-19.171894,23.036839,-11.832729,21.154655,-6.7227974,6.989506,-12.730549,0.3196752,0.30448702,0.36661544,0.42213294,0.52381116,0.45111907,0.49344274,0.3527528,0.38013843,0.4617059,0.3663595,0.4647148,1719.4633657271252,2031.8293659117528,22.37198970998786,83.35433467741936,-2.2496473e-05,0.14757751,0.07479780831228681,0.6905605468742455,blues
blues.00009.wav,-213.26424,115.16476,-11.69817,39.015358,-20.34833,13.082702,-9.1827,9.017152,-14.104312,4.271254,-6.0507803,3.7858355,0.22263552,0.24824716,0.27315453,0.4885124,0.26800498,0.17971846,0.2677252,0.22258571,0.41535112,0.27268866,0.18117546,0.22990079,0.24054769,1817.2305900912734,1973.7920387617448,21.156619818456516,80.74951171875,-2.8585611e-05,0.10467562,0.3932890986990265,4.99521904568229,blues
blues.00010.wav,-173.81046,137.17355,-23.72303,26.979677,-16.67521,4.1947308,-12.571788,5.851669,-2.8769505,-1.1783808,-1.9682404,1.8011796,-3.0069504,0.4620903,0.17099185,0.1925567,0.37835658,0.3539494,0.45925716,0.27628475,0.32396188,0.1876538,0.20239782,0.32359976,0.31653857,1410.0234234402553,1512.3046546623143,21.087697406492897,161.4990234375,-2.2666263e-05,0.17205933,-0.23636314101001385,3.3185397366905596,blues
blues.00011.wav,-287.9319,124.010765,5.4674478,33.66307,1.0916538,14.703699,-4.8811417,8.668892,0.7843316,6.57608,-4.875816,-3.176761,-5.538258,0.2483404,0.23031716,0.30519626,0.41412064,0.658724,0.54179394,0.3526597,0.34855935,0.34550485,0.34785604,0.27667347,0.3209025,1352.7427097237671,1756.882097133257,20.797729159286686,161.4990234375,-6.8608915e-06,0.0826061,-0.013416437363521171,3.403287809255377,blues
blues.00012.wav,-207.2383,132.82741,-15.45408,60.980972,0.71902627,12.4613285,1.1633853,-1.5329198,-17.895847,8.360363,-2.4596508,-0.5846391,0.3722645,0.30373916,0.16060714,0.2195065,0.20335963,0.19669215,0.26667145,0.30215806,0.1577231,0.18236224,0.21339056,0.37535888,0.6504872,1360.6856016703396,1567.2994690310572,22.126388568751395,184.5703125,-6.366219e-05,0.13500276,0.10199896601846485,2.01403491436865,blues
blues.00013.wav,-209.80392,124.46476,10.309393,47.016357,6.478227,15.41512,-2.0159419,6.7262187,-21.543222,10.720836,-5.5328465,-2.1957276,-3.0491858,0.12769452,0.14224939,0.17113937,0.14699556,0.18999653,0.23210017,0.1563588,0.21675123,0.3452764,0.38490975,0.6917693,0.3736831,1324.5278252945684,1827.8501316965392,21.410243086058674,107.666015625,-6.598954e-05,0.13038102,0.08909061376415046,2.659615409449305,blues
blues.00014.wav,-305.66437,113.07102,12.107334,45.052197,17.734385,14.590071,4.147996,0.22631137,-7.021587,13.646477,8.91421,1.3037986,5.9549785,0.29597983,0.31584713,0.29459617,0.23986489,0.2945635,0.31403103,0.23693255,0.23518002,0.28398797,0.3779184,0.6206915,0.43712384,1171.967431930455,1705.370129989288,21.61981566174936,151.99908088235293,-0.00031371045,0.084943764,-0.3121287378821828,6.819515412233741,blues
blues.00015.wav,-238.51962,120.10219,-4.221948,42.294594,5.923822,13.911398,5.350524,1.8952672,-16.928087,12.343145,3.9388995,-1.3966829,0.013027714,0.27003896,0.16510168,0.24188988,0.24282663,0.28292665,0.2934613,0.26243213,0.17003125,0.19486088,0.24148698,0.3523686,0.5193533,1420.4385714343975,1731.1768529678968,21.359252665623938,103.359375,-0.000103389815,0.096602015,0.16165165481600663,5.19980083333321,blues
blues.00016.wav,-233.77281,120.66434,-3.1640923,39.514828,3.8315241,18.828156,-3.6787386,4.4254684,-14.964929,17.571478,1.8461249,2.5500884,-1.2302392,0.23239246,0.16875648,0.14952135,0.27854714,0.40721023,0.2495265,0.27207148,0.35484123,0.5287468,0.53785884,0.2649032,0.25382757,1455.0726339660955,1826.0433384175967,21.055610626695103,198.76802884615384,-0.00013212193,0.09632161,0.14870577879143243,4.024839584452825,blues
blues.00017.wav,-245.68724,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.5228624,-16.378489,6.6293526,7.2584243,-4.021235,1.6011248,0.30274373,0.2072667,0.15756597,0.1596936,0.30663747,0.25637436,0.25430104,0.31278467,0.42521173,0.57849765,0.3529977,0.31265056,1089.0053435041514,1411.0016368511904,21.715272060963756,172.265625,-8.855569e-05,0.10421301,0.0661012931365112,2.91265878348025,blues
blues.00018.wav,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619533,1.9602653,-0.8982278,0.21087258,0.16098844,0.18929793,0.20331983,0.21737562,0.28002006,0.32929385,0.25057685,0.3302191,0.3768181,0.2984076,0.3936369,1537.4913865266897,2053.965411394372,21.712152054845284,83.35433467741936,-0.00023640349,0.096494354,-0.047415534579062446,4.62912768436227,blues
